State,County,factor_1,contribution_1,factor_2,contribution_2,factor_3,contribution_3,predicted_life_expectancy,actual_life_expectancy
Montana,Ravalli,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,Obesity among adults aged >=18 years,0.5182233214701875,78.11989648,78.9
Montana,Sanders,Cervical cancer screening among adult women aged 21-65 years,-0.658319304,Obesity among adults aged >=18 years,0.5616067162562861,% Unemployed,0.4261540365071637,75.22654206452707,75
Montana,Teton,% Food Insecure,0.6141292976744643,E_TOTCR,0.5711096298136862,Obesity among adults aged >=18 years,0.5095466425129677,77.75286037579814,77.7
Montana,Valley,% Food Insecure,0.6141292976744643,E_TOTCR,0.5711096298136862,Sleeping less than 7 hours among adults aged >=18 years,0.5361339687987948,77.11529633125738,76.4
Montana,Wheatland,Cervical cancer screening among adult women aged 21-65 years,-0.586837008,E_TOTCR,0.5711096298136862,E_UNEMP,0.5701261382468383,75.31753742873133,75.3
Nebraska,Adams,Current asthma among adults aged >=18 years,1.0568346637794592,% Unemployed,-0.515112798,Sleeping less than 7 hours among adults aged >=18 years,0.47041251024266145,76.75952660983903,76.8
Nebraska,Box Butte,Current asthma among adults aged >=18 years,1.1343973502265396,E_TOTCR,0.5711096298136862,Sleeping less than 7 hours among adults aged >=18 years,0.5032732395207278,76.78034231783214,76
Nebraska,Brown,Current asthma among adults aged >=18 years,0.591458545,E_TOTCR,0.5711096298136862,E_UNEMP,0.5341960297707488,76.13599163075716,75.6
Nebraska,Burt,Current asthma among adults aged >=18 years,0.9792719773323787,Sleeping less than 7 hours among adults aged >=18 years,0.6018554273549278,% Food Insecure,-0.395166859,75.92326884,75.4
Nebraska,Cass,Current asthma among adults aged >=18 years,1.4446480960148629,Obesity among adults aged >=18 years,-0.722541769,% Food Insecure,0.6141292976744643,77.53115751991282,78.1
Nebraska,Chase,Current asthma among adults aged >=18 years,1.1343973502265396,Sleeping less than 7 hours among adults aged >=18 years,0.7880662265973054,% Unemployed,-0.654559737,76.80083805209011,77.4
Nebraska,Cherry,Current asthma among adults aged >=18 years,0.746583918,Sleeping less than 7 hours among adults aged >=18 years,0.7332983444671943,% Unemployed,-0.584836268,76.48196884,77.2
Nebraska,Dakota,Current asthma among adults aged >=18 years,1.5222107824619435,Cervical cancer screening among adult women aged 21-65 years,-0.586837008,Sleeping less than 7 hours among adults aged >=18 years,0.43755178096459507,77.10527078,76.5
Nebraska,Dodge,Current asthma among adults aged >=18 years,1.0568346637794592,% Unemployed,-0.480251064,Sleeping less than 7 hours among adults aged >=18 years,0.40469105168652797,76.76992046,76.2
Nebraska,Douglas,Current asthma among adults aged >=18 years,0.746583918,Sleeping less than 7 hours among adults aged >=18 years,0.5032732395207278,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,78.31112188757265,77.7
Nebraska,Furnas,Current asthma among adults aged >=18 years,0.8241466044382164,% Unemployed,-0.584836268,E_TOTCR,0.5711096298136862,76.30573525312155,77
Nebraska,Gage,Current asthma among adults aged >=18 years,1.0568346637794592,Sleeping less than 7 hours among adults aged >=18 years,0.5799482745028834,% Food Insecure,-0.395166859,76.50480406614878,76.3
Nebraska,Garden,Current asthma among adults aged >=18 years,1.1343973502265396,Household Income (Pacific Islander),-0.624373722,Sleeping less than 7 hours among adults aged >=18 years,0.6237625802069722,76.27581226848598,76.6
Nebraska,Garfield,Current asthma among adults aged >=18 years,1.2895227231207005,Sleeping less than 7 hours among adults aged >=18 years,0.6894840387631056,E_TOTCR,0.5711096298136862,77.57693740419084,77.1
Nebraska,Hall,Current asthma among adults aged >=18 years,1.4446480960148629,Sleeping less than 7 hours among adults aged >=18 years,0.6785304623370833,% Unemployed,-0.445389329,77.17230087,77.2
Nebraska,Hamilton,Current asthma among adults aged >=18 years,1.3670854095677825,% Food Insecure,0.8664533367386357,% Unemployed,-0.584836268,78.81595849222224,78.9
Nebraska,Harlan,Current asthma among adults aged >=18 years,0.9792719773323787,Sleeping less than 7 hours among adults aged >=18 years,0.6237625802069722,% Unemployed,-0.584836268,76.82726426,76.8
Nebraska,Hitchcock,Current asthma among adults aged >=18 years,0.9017092908852968,E_TOTCR,0.5711096298136862,Sleeping less than 7 hours among adults aged >=18 years,0.47041251024266145,75.57278697390124,75.6
Nebraska,Johnson,Current asthma among adults aged >=18 years,1.4446480960148629,E_UNEMP,0.4363417978084784,Sleeping less than 7 hours among adults aged >=18 years,0.37183032240846164,77.1505986,77.9
Nebraska,Keith,Current asthma among adults aged >=18 years,1.1343973502265396,% Unemployed,-0.619698002,Sleeping less than 7 hours among adults aged >=18 years,0.6128090037809503,77.05204755519695,77.1
Nebraska,Kimball,Current asthma among adults aged >=18 years,0.8241466044382164,E_TOTCR,0.5711096298136862,Sleeping less than 7 hours among adults aged >=18 years,0.5689946980768611,75.74674524721424,76
Nebraska,Lancaster,Current asthma among adults aged >=18 years,1.0568346637794592,% Unemployed,-0.515112798,Sleeping less than 7 hours among adults aged >=18 years,0.45945893381663905,78.17305920748844,79.1
Nebraska,Lincoln,Current asthma among adults aged >=18 years,0.746583918,Sleeping less than 7 hours among adults aged >=18 years,0.5689946980768611,Obesity among adults aged >=18 years,-0.522978153,76.15178246851987,75.2
Nebraska,Madison,Current asthma among adults aged >=18 years,1.1343973502265396,% Unemployed,-0.549974533,Sleeping less than 7 hours among adults aged >=18 years,0.5361339687987948,77.47268263726696,78.3
Nebraska,Merrick,Current asthma among adults aged >=18 years,0.9792719773323787,% Unemployed,-0.549974533,E_UNEMP,0.540225734,76.48910759,77.4
Nebraska,Nemaha,Current asthma among adults aged >=18 years,0.9792719773323787,Sleeping less than 7 hours among adults aged >=18 years,0.5470875452248168,% Unemployed,-0.480251064,75.84616319638252,75.2
Nebraska,Nuckolls,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,0.6141292976744643,Sleeping less than 7 hours among adults aged >=18 years,0.6018554273549278,76.54303305,77.2
Nebraska,Perkins,Current asthma among adults aged >=18 years,1.4446480960148629,Sleeping less than 7 hours among adults aged >=18 years,0.8428341087274165,% Unemployed,-0.654559737,78.81232815716008,78.7
Nebraska,Phelps,Current asthma among adults aged >=18 years,1.2895227231207005,Sleeping less than 7 hours among adults aged >=18 years,0.7880662265973054,% Unemployed,-0.619698002,77.61940998042462,78.6
Nebraska,Red Willow,Current asthma among adults aged >=18 years,0.8241466044382164,% Unemployed,-0.584836268,E_TOTCR,0.5711096298136862,76.82046897778619,75.9
Nebraska,Sarpy,Current asthma among adults aged >=18 years,1.4446480960148629,Household Income (Pacific Islander),1.0532174924902205,% Food Insecure,0.8664533367386357,80.05668363785784,79.9
Nebraska,Saunders,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,0.6141292976744643,% Unemployed,-0.584836268,78.05151526632756,78
Nebraska,Scotts Bluff,Current asthma among adults aged >=18 years,0.9792719773323787,E_TOTCR,0.47297077278351546,Obesity among adults aged >=18 years,-0.392827969,76.05663785342479,75.2
Nebraska,Seward,Current asthma among adults aged >=18 years,1.3670854095677825,Sleeping less than 7 hours among adults aged >=18 years,0.766159074,% Food Insecure,0.6141292976744643,78.42559558777938,79.1
Nebraska,Thayer,Current asthma among adults aged >=18 years,1.211960037,Sleeping less than 7 hours among adults aged >=18 years,0.6237625802069722,% Unemployed,-0.619698002,76.94344522509616,77.1
Nebraska,Valley,Current asthma among adults aged >=18 years,1.0568346637794592,E_TOTCR,0.5711096298136862,E_UNEMP,0.5213328204446186,77.33327595821879,78.1
Nebraska,Washington,Current asthma among adults aged >=18 years,1.4446480960148629,Sleeping less than 7 hours among adults aged >=18 years,0.7332983444671943,Household Income (Pacific Islander),0.6562898917200756,79.30017928747688,79.9
Nebraska,Webster,Current asthma among adults aged >=18 years,1.0568346637794592,Sleeping less than 7 hours among adults aged >=18 years,0.6566233094850389,% Unemployed,-0.37566586,76.29329714808155,75.3
Nebraska,York,Current asthma among adults aged >=18 years,1.1343973502265396,Sleeping less than 7 hours among adults aged >=18 years,0.9414162965616166,Obesity among adults aged >=18 years,-0.583714906,77.12804561416385,77.9
Nevada,Clark,Current asthma among adults aged >=18 years,1.1343973502265396,% Unemployed,0.6353244442527984,% Asian,0.6069674782716284,77.19370648,76.6
Nevada,Douglas,Current asthma among adults aged >=18 years,0.9017092908852968,Obesity among adults aged >=18 years,0.6396968268712635,% Food Insecure,0.6141292976744643,79.70091559143775,79.1
Nevada,Lander,E_UNEMP,-0.828714279,Household Income (Pacific Islander),0.6320119085298619,E_TOTCR,0.5711096298136862,75.59442258873521,75.2
Nevada,Lincoln,E_TOTCR,0.5711096298136862,Current asthma among adults aged >=18 years,0.5138958586498932,E_PARK,0.41686351222025453,77.87764325,77
Nevada,Pershing,Current asthma among adults aged >=18 years,1.0568346637794592,E_TOTCR,0.5711096298136862,E_UNEMP,-0.423940196,76.96770510869709,76.9
Nevada,White Pine,E_TOTCR,0.6695160141870825,Current asthma among adults aged >=18 years,0.6690212315440555,% Food Insecure,0.6141292976744643,77.45876883231968,76.6
New Hampshire,Belknap,% Food Insecure,0.8664533367386357,Household Income (Pacific Islander),0.746286865,Cervical cancer screening among adult women aged 21-65 years,0.6521894591550133,78.11340592590484,77.4
New Hampshire,Cheshire,% Food Insecure,0.8664533367386357,Household Income (Pacific Islander),0.5335641058805503,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,78.30976050126631,78.6
New Hampshire,Hillsborough,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),1.0903604835192675,Cervical cancer screening among adult women aged 21-65 years,1.0572558041809073,79.12731456904575,78.6
New Hampshire,Merrimack,% Food Insecure,1.118777375802807,Cervical cancer screening among adult women aged 21-65 years,0.938118644,Household Income (Pacific Islander),0.7469838408863883,79.17527365223702,79
New Hampshire,Rockingham,% Food Insecure,1.623425454,Household Income (Pacific Islander),1.2785148532434236,Cervical cancer screening among adult women aged 21-65 years,1.2478752606636798,81.26203461823344,80.5
New Hampshire,Strafford,% Food Insecure,1.118777375802807,Cervical cancer screening among adult women aged 21-65 years,0.580707163,Household Income (Pacific Islander),0.5554607557913411,78.23667277265382,77.6
New Jersey,Bergen,Household Income (Pacific Islander),1.467191954663063,% Food Insecure,1.3711014148669785,Current asthma among adults aged >=18 years,1.3670854095677825,82.14961656354029,81.9
New Jersey,Burlington,% Food Insecure,1.623425454,Household Income (Pacific Islander),1.067215085669267,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,79.46050023769888,78.9
New Jersey,Cumberland,% Unemployed,1.018803525119795,Sleeping less than 7 hours among adults aged >=18 years,-0.635898709,Current asthma among adults aged >=18 years,-0.571981752,74.43959243951754,73.7
New Jersey,Hunterdon,Household Income (Pacific Islander),2.055265112081517,% Food Insecure,1.8757494929953211,Current asthma among adults aged >=18 years,0.8241466044382164,82.47866478106414,82.8
New Jersey,Mercer,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.8673573340962398,% Asian,0.6862609132602945,78.31950905726167,78.4
New Jersey,Middlesex,% Asian,1.4974937481443384,Current asthma among adults aged >=18 years,1.4446480960148629,% Food Insecure,1.3711014148669785,81.01493704013927,80.2
New Jersey,Ocean,% Food Insecure,0.8664533367386357,Obesity among adults aged >=18 years,0.6483735058284833,Household Income (Pacific Islander),0.5693131457216425,78.51228737,78.1
New Jersey,Union,% Food Insecure,1.3711014148669785,Household Income (Pacific Islander),0.9988824368097301,Obesity among adults aged >=18 years,0.6570501847857029,78.94756730498194,79.3
New Jersey,Warren,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.9647887140043343,Current asthma among adults aged >=18 years,0.591458545,79.10358151169685,78.3
New Mexico,Cibola,Current asthma among adults aged >=18 years,-1.735422048,% Food Insecure,-1.404463015,Cervical cancer screening among adult women aged 21-65 years,-1.063385649,71.01102874459166,70.7
New Mexico,Colfax,Cervical cancer screening among adult women aged 21-65 years,-0.872766193,E_TOTCR,0.5711096298136862,% Food Insecure,-0.395166859,75.35064510193796,75.2
New Mexico,Hidalgo,Cervical cancer screening among adult women aged 21-65 years,-0.848938761,Household Income (Pacific Islander),-0.589292617,E_TOTCR,0.5711096298136862,74.59979184297663,75
New Mexico,Lincoln,Sleeping less than 7 hours among adults aged >=18 years,0.6894840387631056,Obesity among adults aged >=18 years,0.5529300372990662,E_TOTCR,0.5235658470361131,76.79092662783825,75.8
New Mexico,Luna,% Unemployed,2.2389642369693306,% Food Insecure,-1.656787054,Cervical cancer screening among adult women aged 21-65 years,-1.396969698,72.98204465524269,72.1
New Mexico,Otero,Cervical cancer screening among adult women aged 21-65 years,-0.801283897,% Food Insecure,-0.647490898,E_UNEMP,-0.485724275,74.21042967402119,74.9
New Mexico,Roosevelt,Cervical cancer screening among adult women aged 21-65 years,-0.848938761,% Food Insecure,-0.647490898,E_TOTCR,0.48032200323160595,74.03237358146887,74.4
New Mexico,Sandoval,% Food Insecure,0.8664533367386357,Household Income (Pacific Islander),0.46238547334560554,Sleeping less than 7 hours among adults aged >=18 years,0.3937374752605056,77.74744171,76.8
New Mexico,San Miguel,% Food Insecure,-0.899814937,Cervical cancer screening among adult women aged 21-65 years,-0.61066444,E_TOTCR,0.5711096298136862,74.72855721891726,74.1
New Mexico,Santa Fe,Obesity among adults aged >=18 years,1.0127940220317118,Sleeping less than 7 hours among adults aged >=18 years,0.8976019908575275,Current asthma among adults aged >=18 years,0.746583918,79.66226091,79.3
New Mexico,Torrance,Cervical cancer screening among adult women aged 21-65 years,-0.825111329,E_UNEMP,-0.699090823,% Food Insecure,-0.647490898,72.79923502,72.8
New Mexico,Union,Cervical cancer screening among adult women aged 21-65 years,-0.61066444,Household Income (Pacific Islander),-0.585952942,E_TOTCR,0.5711096298136862,74.58660262,73.8
New Mexico,Valencia,Cervical cancer screening among adult women aged 21-65 years,-0.848938761,E_UNEMP,-0.317122059,Sleeping less than 7 hours among adults aged >=18 years,0.3061088638523282,74.20130695691013,74.5
New York,Cattaraugus,Current asthma among adults aged >=18 years,-1.812984735,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,E_TOTCR,0.34215503552155724,73.80208718173361,74.5
New York,Chemung,Current asthma among adults aged >=18 years,-1.347608616,Cervical cancer screening among adult women aged 21-65 years,0.41391513855154666,E_PARK,0.2712637784455815,74.57250674,75
New York,Chenango,Current asthma among adults aged >=18 years,-0.882232497,Sleeping less than 7 hours among adults aged >=18 years,-0.438734333,% Food Insecure,0.36180525861029295,73.98694309814687,74.9
New York,Cortland,Current asthma among adults aged >=18 years,-0.882232497,Cervical cancer screening among adult women aged 21-65 years,0.6521894591550133,% Food Insecure,0.36180525861029295,76.20818128996399,76.2
New York,Dutchess,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.8926807806774196,Cervical cancer screening among adult women aged 21-65 years,0.6998443232757072,78.50123948,79.3
New York,Erie,Cervical cancer screening among adult women aged 21-65 years,0.676016891,Current asthma among adults aged >=18 years,-0.649544438,% Food Insecure,0.6141292976744643,76.93891014792729,77
New York,Fulton,Current asthma among adults aged >=18 years,-1.580296675,Sleeping less than 7 hours among adults aged >=18 years,-0.690666591,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,74.46418226112819,75
New York,Niagara,Current asthma among adults aged >=18 years,-1.347608616,Cervical cancer screening among adult women aged 21-65 years,0.676016891,% Food Insecure,0.36180525861029295,75.42842838457847,75.4
New York,Oneida,Current asthma among adults aged >=18 years,-1.03735787,Cervical cancer screening among adult women aged 21-65 years,0.6045345950343227,Sleeping less than 7 hours among adults aged >=18 years,-0.493502215,75.5096134,76.3
New York,Orange,% Food Insecure,0.8664533367386357,Household Income (Pacific Islander),0.8089856281006302,Cervical cancer screening among adult women aged 21-65 years,0.6283620270946679,77.89602636453074,78.8
New York,Otsego,Current asthma among adults aged >=18 years,-0.882232497,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.5330522988532799,76.78570917831539,77.7
New York,Putnam,% Food Insecure,1.623425454,Household Income (Pacific Islander),1.6058029759153238,Cervical cancer screening among adult women aged 21-65 years,1.081083236241256,81.02137652654316,81.6
New York,Rensselaer,Current asthma among adults aged >=18 years,-0.959795184,Cervical cancer screening among adult women aged 21-65 years,0.676016891,% Food Insecure,0.6141292976744643,76.76726875744528,77.7
New York,Schenectady,Current asthma among adults aged >=18 years,-1.27004593,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,76.27502463513598,77.1
New York,Warren,Cervical cancer screening among adult women aged 21-65 years,0.938118644,Current asthma among adults aged >=18 years,-0.649544438,% Food Insecure,0.6141292976744643,77.90149268079901,78.1
North Carolina,Alamance,E_TOTCR,-0.464652525,Cervical cancer screening among adult women aged 21-65 years,0.3900877064912013,Obesity among adults aged >=18 years,-0.236647748,74.62290975011612,75.4
North Carolina,Alexander,E_TOTCR,-0.318308326,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",-0.176429453,Obesity among adults aged >=18 years,0.15380280526695897,74.64730566444086,74.1
North Carolina,Ashe,% Food Insecure,-0.395166859,Household Income (Pacific Islander),-0.320782769,Obesity among adults aged >=18 years,0.24056959483915621,75.42063287617886,75.7
North Carolina,Avery,E_PARK,0.2941275205016168,Household Income (Pacific Islander),-0.282071583,Current asthma among adults aged >=18 years,0.2812077993086518,75.48281556005844,75.9
North Carolina,Beaufort,Cervical cancer screening among adult women aged 21-65 years,0.41391513855154666,% Food Insecure,-0.395166859,Obesity among adults aged >=18 years,-0.366797932,73.77583290076326,73.7
North Carolina,Bertie,Current asthma among adults aged >=18 years,-1.03735787,Sleeping less than 7 hours among adults aged >=18 years,-0.668759438,Obesity among adults aged >=18 years,-0.661805017,71.23359313925555,72
North Carolina,Brunswick,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,Current asthma among adults aged >=18 years,0.3587704857557323,Household Income (Pacific Islander),0.3241519805400825,77.08679682488987,77.1
North Carolina,Buncombe,Cervical cancer screening among adult women aged 21-65 years,0.8189814835774405,Obesity among adults aged >=18 years,0.7004335795718015,Sleeping less than 7 hours among adults aged >=18 years,0.6347161566329945,77.85006305722122,77.4
North Carolina,Burke,% Food Insecure,-0.647490898,E_TOTCR,-0.382826723,Household Income (Pacific Islander),-0.290958022,73.93356922289402,74.2
North Carolina,Cabarrus,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,Current asthma among adults aged >=18 years,0.6690212315440555,% Food Insecure,0.6141292976744643,77.98103623242393,77.2
North Carolina,Caswell,E_TOTCR,-0.412954214,Current asthma among adults aged >=18 years,-0.339293692,Cervical cancer screening among adult women aged 21-65 years,0.31860541,73.78314742411402,74.4
North Carolina,Cherokee,% Food Insecure,-0.647490898,Household Income (Pacific Islander),-0.34003672,E_TOTCR,-0.196475849,74.22619571573517,74.2
North Carolina,Chowan,% Food Insecure,-0.647490898,Current asthma among adults aged >=18 years,-0.416856379,Cervical cancer screening among adult women aged 21-65 years,0.3900877064912013,73.79710476733658,74.4
North Carolina,Currituck,% Food Insecure,0.6141292976744643,Household Income (Pacific Islander),0.5927779907188825,Cervical cancer screening among adult women aged 21-65 years,0.5330522988532799,77.81320227657724,77.1
North Carolina,Davie,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,Obesity among adults aged >=18 years,0.42277985294077025,E_TOTCR,-0.412954214,75.93616331101202,76.4
North Carolina,Forsyth,Cervical cancer screening among adult women aged 21-65 years,0.580707163,E_TOTCR,-0.412954214,Obesity among adults aged >=18 years,0.32733638441135354,75.56568318688221,75.8
North Carolina,Gates,Cervical cancer screening among adult women aged 21-65 years,0.6283620270946679,E_UNEMP,-0.501833781,E_MOBILE,-0.263066478,74.45958559987179,74.6
North Carolina,Graham,% Food Insecure,-0.647490898,E_PARK,0.4284561662786843,Current asthma among adults aged >=18 years,-0.416856379,73.71428652237172,74.5
North Carolina,Granville,Cervical cancer screening among adult women aged 21-65 years,0.4853974347325893,E_TOTCR,-0.412954214,% Food Insecure,0.36180525861029295,75.27419095303601,75.6
North Carolina,Guilford,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,E_TOTCR,-0.430827813,E_PARK,0.3668188078528078,75.92148839962745,76.2
North Carolina,Halifax,Current asthma among adults aged >=18 years,-1.27004593,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.60303798,70.68662854922371,70.4
North Carolina,Harnett,Cervical cancer screening among adult women aged 21-65 years,0.5330522988532799,E_TOTCR,-0.412954214,% Food Insecure,-0.14284282,75.07824798942261,74.6
North Carolina,Henderson,Cervical cancer screening among adult women aged 21-65 years,0.6998443232757072,Current asthma among adults aged >=18 years,0.591458545,Obesity among adults aged >=18 years,0.3620431002402323,76.85337685170833,77.4
North Carolina,Hertford,Current asthma among adults aged >=18 years,-1.114920557,Obesity among adults aged >=18 years,-0.791955201,Sleeping less than 7 hours among adults aged >=18 years,-0.60303798,71.63052953,72.2
North Carolina,Hoke,Current asthma among adults aged >=18 years,-0.571981752,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,E_TOTCR,-0.412954214,73.47045252572757,72.7
North Carolina,Iredell,Current asthma among adults aged >=18 years,0.591458545,Household Income (Pacific Islander),0.5430603983484927,Cervical cancer screening among adult women aged 21-65 years,0.5330522988532799,77.17922681938614,76.6
North Carolina,Johnston,Cervical cancer screening among adult women aged 21-65 years,0.580707163,Household Income (Pacific Islander),0.40746960467013404,% Food Insecure,0.36180525861029295,76.46372887665784,76.5
North Carolina,Jones,Current asthma among adults aged >=18 years,-0.727107125,% Food Insecure,-0.395166859,Household Income (Pacific Islander),-0.366899321,72.85539459199072,72.4
North Carolina,Lee,E_TOTCR,-0.412954214,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,0.366260274,74.52460975264204,73.7
North Carolina,Lenoir,% Food Insecure,-0.899814937,Current asthma among adults aged >=18 years,-0.882232497,Obesity among adults aged >=18 years,-0.410181327,71.75319555645832,70.9
North Carolina,Lincoln,E_TOTCR,-0.412954214,Household Income (Pacific Islander),0.39129396275990797,Obesity among adults aged >=18 years,0.3880731371118915,76.27520326432725,76.2
North Carolina,McDowell,% Food Insecure,-0.647490898,Household Income (Pacific Islander),-0.346687029,E_PARK,0.24582212218250504,74.07750422779208,74.3
North Carolina,Macon,% Food Insecure,-0.647490898,E_PARK,0.3976615035036636,Sleeping less than 7 hours among adults aged >=18 years,0.36087674598243924,76.22705268210395,75.4
North Carolina,Madison,% Food Insecure,-0.395166859,E_UNEMP,0.3834497557201212,Average Grade Performance,0.26777117884744567,75.62263252792148,74.7
North Carolina,Mecklenburg,Cervical cancer screening among adult women aged 21-65 years,0.8904637797584799,% Food Insecure,0.6141292976744643,Current asthma among adults aged >=18 years,0.591458545,78.30027297333405,78.8
North Carolina,Moore,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,Current asthma among adults aged >=18 years,0.5138958586498932,E_TOTCR,-0.452308368,77.57603246642428,77
North Carolina,New Hanover,Cervical cancer screening among adult women aged 21-65 years,0.676016891,Current asthma among adults aged >=18 years,0.5138958586498932,E_PARK,0.41944756095594665,77.70950464549895,77.6
North Carolina,Northampton,Current asthma among adults aged >=18 years,-1.114920557,Household Income (Pacific Islander),-0.623008811,Sleeping less than 7 hours among adults aged >=18 years,-0.613991556,71.44167445977436,72
North Carolina,Pasquotank,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,Obesity among adults aged >=18 years,-0.392827969,% Food Insecure,0.36180525861029295,74.63857491830134,73.8
North Carolina,Pender,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,Obesity among adults aged >=18 years,0.42277985294077025,Current asthma among adults aged >=18 years,0.2812077993086518,76.26243609700047,75.7
North Carolina,Perquimans,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,0.3424328423705073,Current asthma among adults aged >=18 years,-0.339293692,74.33460450001307,73.7
North Carolina,Person,E_TOTCR,-0.412954214,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,0.366260274,73.96352614326223,74.8
North Carolina,Pitt,Cervical cancer screening among adult women aged 21-65 years,0.4615700026722407,% Food Insecure,-0.395166859,E_UNEMP,-0.274657671,74.25425262677798,74.9
North Carolina,Polk,Cervical cancer screening among adult women aged 21-65 years,0.6283620270946679,Current asthma among adults aged >=18 years,0.5138958586498932,Obesity among adults aged >=18 years,0.3620431002402323,76.81010674027789,76.5
North Carolina,Sampson,Current asthma among adults aged >=18 years,-0.649544438,% Food Insecure,-0.647490898,Obesity among adults aged >=18 years,-0.557684869,72.19372235542217,72.7
North Carolina,Scotland,Current asthma among adults aged >=18 years,-1.347608616,% Food Insecure,-1.152138976,% Unemployed,0.9490800558712502,70.11785913868849,69.5
North Carolina,Stanly,E_TOTCR,-0.412954214,% Unemployed,-0.201357187,Obesity among adults aged >=18 years,0.17115616318139806,74.82338349930059,74.1
North Carolina,Stokes,% Food Insecure,-0.395166859,E_TOTCR,-0.364627291,Cervical cancer screening among adult women aged 21-65 years,0.223295682,74.36839462370874,73.7
North Carolina,Surry,% Food Insecure,-0.899814937,Current asthma among adults aged >=18 years,-0.261731006,Household Income (Pacific Islander),-0.215597536,73.91890306528768,73.7
North Carolina,Union,Household Income (Pacific Islander),0.9624364213746603,% Food Insecure,0.8664533367386357,Cervical cancer screening among adult women aged 21-65 years,0.7236717553360559,78.76133859429319,78.5
North Carolina,Wake,Household Income (Pacific Islander),1.0875435404936087,Current asthma among adults aged >=18 years,1.0568346637794592,Cervical cancer screening among adult women aged 21-65 years,0.8666363476981346,80.54943990070078,81
North Carolina,Washington,Current asthma among adults aged >=18 years,-1.27004593,E_UNEMP,-0.988421025,% Food Insecure,-0.899814937,71.00040823,71.2
North Carolina,Wayne,Obesity among adults aged >=18 years,-0.514301474,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,0.366260274,73.40732509497192,73.2
North Carolina,Wilkes,% Food Insecure,-0.899814937,Household Income (Pacific Islander),-0.42942384,Current asthma among adults aged >=18 years,-0.339293692,73.33688676682046,73.7
North Carolina,Wilson,Current asthma among adults aged >=18 years,-0.649544438,% Food Insecure,-0.647490898,% Unemployed,0.4610157711314363,73.31852197190375,72.6
North Carolina,Yadkin,% Food Insecure,-0.395166859,Sleeping less than 7 hours among adults aged >=18 years,0.17466594674006133,% Unemployed,-0.166495452,74.43158849728812,73.6
North Dakota,Adams,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9017092908852968,% Unemployed,-0.619698002,77.77532082867931,77.1
North Dakota,Burleigh,% Food Insecure,1.8757494929953211,% Unemployed,-0.654559737,Household Income (Pacific Islander),0.6065432586999367,79.30473976382818,79.4
North Dakota,Cass,% Food Insecure,1.623425454,Current asthma among adults aged >=18 years,1.0568346637794592,% Unemployed,-0.654559737,78.97074873580559,79.1
North Dakota,Cavalier,% Food Insecure,1.623425454,Sleeping less than 7 hours among adults aged >=18 years,0.8428341087274165,Current asthma among adults aged >=18 years,0.8241466044382164,79.75543267988354,80.6
North Dakota,Dunn,% Food Insecure,1.8757494929953211,% Unemployed,-0.863730145,Current asthma among adults aged >=18 years,0.746583918,77.96986615,77.2
North Dakota,Grand Forks,% Food Insecure,1.3711014148669785,Current asthma among adults aged >=18 years,0.8241466044382164,% Unemployed,-0.654559737,78.35490194178168,78.6
North Dakota,Grant,% Food Insecure,1.3711014148669785,% Unemployed,-0.689421471,E_TOTCR,0.5711096298136862,76.93294387981214,76.6
North Dakota,Mercer,% Food Insecure,1.623425454,Current asthma among adults aged >=18 years,0.8241466044382164,Sleeping less than 7 hours among adults aged >=18 years,0.6018554273549278,78.98949715300282,79.3
